# beta	delta
-6.683756241686072963e-01 -1.848678161464306913e-01
-6.681419131245600607e-01 -1.847983265908435535e-01
-6.679081869698859641e-01 -1.847288451855582103e-01
-6.676744457523607901e-01 -1.846593719291408087e-01
-6.674406895197260159e-01 -1.845899068201579674e-01
-6.672069183196877029e-01 -1.845204498571764995e-01
-6.669731321999179396e-01 -1.844510010387635235e-01
-6.667393312080541756e-01 -1.843815603634867406e-01
-6.665055153916986663e-01 -1.843121278299138244e-01
-6.662716847984203605e-01 -1.842427034366131422e-01
-6.660378394757527909e-01 -1.841732871821531170e-01
-6.658039794711949622e-01 -1.841038790651026158e-01
-6.655701048322115732e-01 -1.840344790840309219e-01
-6.653362156062332389e-01 -1.839650872375075963e-01
-6.651023118406548251e-01 -1.838957035241023386e-01
-6.648683935828391123e-01 -1.838263279423855701e-01
-6.646344608801117992e-01 -1.837569604909277399e-01
-6.644005137797658334e-01 -1.836876011682996579e-01
-6.641665523290598561e-01 -1.836182499730726891e-01
-6.639325765752169817e-01 -1.835489069038183652e-01
-6.636985865654265737e-01 -1.834795719591084118e-01
-6.634645823468448000e-01 -1.834102451375152765e-01
-6.632305639665913022e-01 -1.833409264376112957e-01
-6.629965314717533031e-01 -1.832716158579695553e-01
-6.627624849093827208e-01 -1.832023133971631967e-01
-6.625284243264975004e-01 -1.831330190537656943e-01
-6.622943497700819471e-01 -1.830637328263511054e-01
-6.620602612870853942e-01 -1.829944547134935984e-01
-6.618261589244222032e-01 -1.829251847137675913e-01
-6.615920427289747607e-01 -1.828559228257481961e-01
-6.613579127475895936e-01 -1.827866690480105250e-01
-6.611237690270790335e-01 -1.827174233791301061e-01
-6.608896116142227717e-01 -1.826481858176829953e-01
-6.606554405557645282e-01 -1.825789563622453038e-01
-6.604212558984152714e-01 -1.825097350113935035e-01
-6.601870576888506648e-01 -1.824405217637046772e-01
-6.599528459737137309e-01 -1.823713166177558798e-01
-6.597186207996127427e-01 -1.823021195721248600e-01
-6.594843822131216671e-01 -1.822329306253894499e-01
-6.592501302607803870e-01 -1.821637497761277313e-01
-6.590158649890960341e-01 -1.820945770229184801e-01
-6.587815864445401015e-01 -1.820254123643404720e-01
-6.585472946735511091e-01 -1.819562557989728713e-01
-6.583129897225338256e-01 -1.818871073253953974e-01
-6.580786716378578260e-01 -1.818179669421878808e-01
-6.578443404658599336e-01 -1.817488346479304295e-01
-6.576099962528432208e-01 -1.816797104412037900e-01
-6.573756390450761211e-01 -1.816105943205887363e-01
-6.571412688887933173e-01 -1.815414862846664312e-01
-6.569068858301960745e-01 -1.814723863320185648e-01
-6.566724899154516848e-01 -1.814032944612269105e-01
-6.564380811906935786e-01 -1.813342106708737966e-01
-6.562036597020214357e-01 -1.812651349595417183e-01
-6.559692254955004076e-01 -1.811960673258134480e-01
-6.557347786171636717e-01 -1.811270077682723412e-01
-6.555003191130092111e-01 -1.810579562855018920e-01
-6.552658470290011472e-01 -1.809889128760859001e-01
-6.550313624110710720e-01 -1.809198775386087199e-01
-6.547968653051160492e-01 -1.808508502716548172e-01
-6.545623557569991702e-01 -1.807818310738089074e-01
-6.543278338125514404e-01 -1.807128199436564275e-01
-6.540932995175685605e-01 -1.806438168797827593e-01
-6.538587529178130353e-01 -1.805748218807737560e-01
-6.536241940590141741e-01 -1.805058349452157151e-01
-6.533896229868669803e-01 -1.804368560716949899e-01
-6.531550397470345937e-01 -1.803678852587986270e-01
-6.529204443851448492e-01 -1.802989225051137012e-01
-6.526858369467918308e-01 -1.802299678092276203e-01
-6.524512174775378703e-01 -1.801610211697284025e-01
-6.522165860229103274e-01 -1.800920825852041773e-01
-6.519819426284032549e-01 -1.800231520542432961e-01
-6.517472873394787314e-01 -1.799542295754348042e-01
-6.515126202015628643e-01 -1.798853151473677192e-01
-6.512779412600503415e-01 -1.798164087686315304e-01
-6.510432505603021003e-01 -1.797475104378161159e-01
-6.508085481476443279e-01 -1.796786201535115479e-01
-6.505738340673717923e-01 -1.796097379143084538e-01
-6.503391083647446225e-01 -1.795408637187975165e-01
-6.501043710849898627e-01 -1.794719975655698074e-01
-6.498696222733013617e-01 -1.794031394532169255e-01
-6.496348619748395503e-01 -1.793342893803306359e-01
-6.494000902347313309e-01 -1.792654473455029540e-01
-6.491653070980712981e-01 -1.791966133473264777e-01
-6.489305126099196297e-01 -1.791277873843939439e-01
-6.486957068153036410e-01 -1.790589694552983391e-01
-6.484608897592176735e-01 -1.789901595586332606e-01
-6.482260614866226511e-01 -1.789213576929924165e-01
-6.479912220424460800e-01 -1.788525638569698206e-01
-6.477563714715828258e-01 -1.787837780491600415e-01
-6.475215098188942253e-01 -1.787150002681576477e-01
-6.472866371292085308e-01 -1.786462305125579020e-01
-6.470517534473207988e-01 -1.785774687809561223e-01
-6.468168588179928902e-01 -1.785087150719479598e-01
-6.465819532859543584e-01 -1.784399693841295931e-01
-6.463470368959003398e-01 -1.783712317160974226e-01
-6.461121096924935525e-01 -1.783025020664480154e-01
-6.458771717203646290e-01 -1.782337804337785769e-01
-6.456422230241093407e-01 -1.781650668166863960e-01
-6.454072636482915959e-01 -1.780963612137691221e-01
-6.451722936374425510e-01 -1.780276636236249044e-01
-6.449373130360591677e-01 -1.779589740448520307e-01
-6.447023218886067664e-01 -1.778902924760490945e-01
-6.444673202395169165e-01 -1.778216189158152438e-01
-6.442323081331884360e-01 -1.777529533627496827e-01
-6.439972856139875024e-01 -1.776842958154521701e-01
-6.437622527262469863e-01 -1.776156462725226592e-01
-6.435272095142667848e-01 -1.775470047325613809e-01
-6.432921560223149315e-01 -1.774783711941691489e-01
-6.430570922946252654e-01 -1.774097456559468045e-01
-6.428220183753992067e-01 -1.773411281164955500e-01
-6.425869343088065344e-01 -1.772725185744171983e-01
-6.423518401389826105e-01 -1.772039170283135623e-01
-6.421167359100302674e-01 -1.771353234767868712e-01
-6.418816216660206964e-01 -1.770667379184399093e-01
-6.416464974509912267e-01 -1.769981603518754332e-01
-6.414113633089468802e-01 -1.769295907756966713e-01
-6.411762192838599272e-01 -1.768610291885072960e-01
-6.409410654196696644e-01 -1.767924755889110633e-01
-6.407059017602839690e-01 -1.767239299755123672e-01
-6.404707283495757464e-01 -1.766553923469157128e-01
-6.402355452313868156e-01 -1.765868627017257997e-01
-6.400003524495269103e-01 -1.765183410385480767e-01
-6.397651500477715691e-01 -1.764498273559878816e-01
-6.395299380698646896e-01 -1.763813216526510519e-01
-6.392947165595171954e-01 -1.763128239271438968e-01
-6.390594855604078139e-01 -1.762443341780728645e-01
-6.388242451161825208e-01 -1.761758524040446250e-01
-6.385889952704543182e-01 -1.761073786036665700e-01
-6.383537360668050109e-01 -1.760389127755459804e-01
-6.381184675487818758e-01 -1.759704549182906363e-01
-6.378831897599019918e-01 -1.759020050305088179e-01
-6.376479027436475766e-01 -1.758335631108087771e-01
-6.374126065434703170e-01 -1.757651291577994601e-01
-6.371773012027892591e-01 -1.756967031700898685e-01
-6.369419867649890321e-01 -1.756282851462893091e-01
-6.367066632734247333e-01 -1.755598750850076994e-01
-6.364713307714169321e-01 -1.754914729848550126e-01
-6.362359893022546675e-01 -1.754230788444415545e-01
-6.360006389091945600e-01 -1.753546926623782143e-01
-6.357652796354611446e-01 -1.752863144372759086e-01
-6.355299115242455388e-01 -1.752179441677459149e-01
-6.352945346187079956e-01 -1.751495818524000658e-01
-6.350591489619759056e-01 -1.750812274898502774e-01
-6.348237545971432416e-01 -1.750128810787088263e-01
-6.345883515672737785e-01 -1.749445426175884888e-01
-6.343529399153974291e-01 -1.748762121051020690e-01
-6.341175196845126871e-01 -1.748078895398630095e-01
-6.338820909175856277e-01 -1.747395749204848636e-01
-6.336466536575496855e-01 -1.746712682455814625e-01
-6.334112079473069867e-01 -1.746029695137672477e-01
-6.331757538297270171e-01 -1.745346787236567165e-01
-6.329402913476461778e-01 -1.744663958738646714e-01
-6.327048205438710049e-01 -1.743981209630064977e-01
-6.324693414611735065e-01 -1.743298539896976640e-01
-6.322338541422946046e-01 -1.742615949525539720e-01
-6.319983586299444678e-01 -1.741933438501917508e-01
-6.317628549667979598e-01 -1.741251006812273572e-01
-6.315273431955015226e-01 -1.740568654442778140e-01
-6.312918233586668482e-01 -1.739886381379601443e-01
-6.310562954988744311e-01 -1.739204187608917873e-01
-6.308207596586737909e-01 -1.738522073116906541e-01
-6.305852158805811403e-01 -1.737840037889747946e-01
-6.303496642070808287e-01 -1.737158081913626195e-01
-6.301141046806258972e-01 -1.736476205174729837e-01
-6.298785373436371904e-01 -1.735794407659249361e-01
-6.296429622385029123e-01 -1.735112689353377757e-01
-6.294073794075808470e-01 -1.734431050243313843e-01
-6.291717888931956937e-01 -1.733749490315256991e-01
-6.289361907376400662e-01 -1.733068009555410460e-01
-6.287005849831758253e-01 -1.732386607949982782e-01
-6.284649716720319690e-01 -1.731705285485182211e-01
-6.282293508464065201e-01 -1.731024042147223385e-01
-6.279937225484648611e-01 -1.730342877922322053e-01
-6.277580868203409548e-01 -1.729661792796697295e-01
-6.275224437041369008e-01 -1.728980786756573185e-01
-6.272867932419233794e-01 -1.728299859788175741e-01
-6.270511354757385414e-01 -1.727619011877732647e-01
-6.268154704475897843e-01 -1.726938243011477969e-01
-6.265797981994519761e-01 -1.726257553175646886e-01
-6.263441187732678994e-01 -1.725576942356477628e-01
-6.261084322109505829e-01 -1.724896410540213143e-01
-6.258727385543791932e-01 -1.724215957713098601e-01
-6.256370378454018111e-01 -1.723535583861381115e-01
-6.254013301258362079e-01 -1.722855288971314180e-01
-6.251656154374665153e-01 -1.722175073029150738e-01
-6.249298938220468891e-01 -1.721494936021150390e-01
-6.246941653212989554e-01 -1.720814877933573850e-01
-6.244584299769129210e-01 -1.720134898752684327e-01
-6.242226878305475735e-01 -1.719454998464751694e-01
-6.239869389238301700e-01 -1.718775177056044989e-01
-6.237511832983559934e-01 -1.718095434512837971e-01
-6.235154209956895732e-01 -1.717415770821408560e-01
-6.232796520573632426e-01 -1.716736185968037176e-01
-6.230438765248780264e-01 -1.716056679939006180e-01
-6.228080944397037522e-01 -1.715377252720603762e-01
-6.225723058432786061e-01 -1.714697904299119224e-01
-6.223365107770085780e-01 -1.714018634660844365e-01
-6.221007092822699036e-01 -1.713339443792076811e-01
-6.218649014004059561e-01 -1.712660331679115022e-01
-6.216290871727293554e-01 -1.711981298308263011e-01
-6.213932666405211913e-01 -1.711302343665825343e-01
-6.211574398450306900e-01 -1.710623467738110470e-01
-6.209216068274768796e-01 -1.709944670511432119e-01
-6.206857676290462589e-01 -1.709265951972104292e-01
-6.204499222908946843e-01 -1.708587312106445155e-01
-6.202140708541463709e-01 -1.707908750900777317e-01
-6.199782133598947809e-01 -1.707230268341425605e-01
-6.197423498492010685e-01 -1.706551864414716235e-01
-6.195064803630964123e-01 -1.705873539106982639e-01
-6.192706049425799053e-01 -1.705195292404557972e-01
-6.190347236286192212e-01 -1.704517124293778718e-01
-6.187988364621517245e-01 -1.703839034760987470e-01
-6.185629434840825835e-01 -1.703161023792526263e-01
-6.183270447352865462e-01 -1.702483091374743518e-01
-6.180911402566071633e-01 -1.701805237493988765e-01
-6.178552300888559001e-01 -1.701127462136614310e-01
-6.176193142728141350e-01 -1.700449765288978010e-01
-6.173833928492319378e-01 -1.699772146937438833e-01
-6.171474658588271822e-01 -1.699094607068358798e-01
-6.169115333422885428e-01 -1.698417145668105754e-01
-6.166755953402722756e-01 -1.697739762723047274e-01
-6.164396518934033287e-01 -1.697062458219555092e-01
-6.162037030422772288e-01 -1.696385232144006217e-01
-6.159677488274560853e-01 -1.695708084482777656e-01
-6.157317892894734745e-01 -1.695031015222252524e-01
-6.154958244688305546e-01 -1.694354024348815047e-01
-6.152598544059971752e-01 -1.693677111848852224e-01
-6.150238791414132100e-01 -1.693000277708756884e-01
-6.147878987154876684e-01 -1.692323521914922413e-01
-6.145519131685966974e-01 -1.691646844453745802e-01
-6.143159225410885771e-01 -1.690970245311628761e-01
-6.140799268732779481e-01 -1.690293724474974946e-01
-6.138439262054493639e-01 -1.689617281930189674e-01
-6.136079205778581791e-01 -1.688940917663684926e-01
-6.133719100307263306e-01 -1.688264631661872961e-01
-6.131358946042460012e-01 -1.687588423911169644e-01
-6.128998743385791759e-01 -1.686912294397995837e-01
-6.126638492738558650e-01 -1.686236243108772404e-01
-6.124278194501765471e-01 -1.685560270029926866e-01
-6.121917849076097262e-01 -1.684884375147887303e-01
-6.119557456861932643e-01 -1.684208558449084847e-01
-6.117197018259350472e-01 -1.683532819919956180e-01
-6.114836533668117635e-01 -1.682857159546939096e-01
-6.112476003487692378e-01 -1.682181577316474164e-01
-6.110115428117228742e-01 -1.681506073215007779e-01
-6.107754807955571019e-01 -1.680830647228986341e-01
-6.105394143401255969e-01 -1.680155299344860131e-01
-6.103033434852521699e-01 -1.679480029549084708e-01
-6.100672682707285466e-01 -1.678804837828116459e-01
-6.098311887363171424e-01 -1.678129724168414827e-01
-6.095951049217490647e-01 -1.677454688556445084e-01
-6.093590168667250007e-01 -1.676779730978671668e-01
-6.091229246109154394e-01 -1.676104851421565956e-01
-6.088868281939592286e-01 -1.675430049871599880e-01
-6.086507276554653512e-01 -1.674755326315248705e-01
-6.084146230350125917e-01 -1.674080680738992688e-01
-6.081785143721488707e-01 -1.673406113129313755e-01
-6.079424017063906893e-01 -1.672731623472696050e-01
-6.077062850772257940e-01 -1.672057211755629547e-01
-6.074701645241101788e-01 -1.671382877964604774e-01
-6.072340400864696397e-01 -1.670708622086115869e-01
-6.069979118036993304e-01 -1.670034444106661964e-01
-6.067617797151650949e-01 -1.669360344012743580e-01
-6.065256438602001365e-01 -1.668686321790863458e-01
-6.062895042781096810e-01 -1.668012377427530446e-01
-6.060533610081668687e-01 -1.667338510909253113e-01
-6.058172140896154190e-01 -1.666664722222546413e-01
-6.055810635616679649e-01 -1.665991011353926132e-01
-6.053449094635068306e-01 -1.665317378289911110e-01
-6.051087518342851412e-01 -1.664643823017025459e-01
-6.048725907131241586e-01 -1.663970345521794125e-01
-6.046364261391153905e-01 -1.663296945790745385e-01
-6.044002581513208128e-01 -1.662623623810412787e-01
-6.041640867887712041e-01 -1.661950379567330438e-01
-6.039279120904671450e-01 -1.661277213048036328e-01
-6.036917340953793509e-01 -1.660604124239073165e-01
-6.034555528424481174e-01 -1.659931113126984215e-01
-6.032193683705830978e-01 -1.659258179698316904e-01
-6.029831807186647463e-01 -1.658585323939622824e-01
-6.027469899255422092e-01 -1.657912545837454676e-01
-6.025107960300358778e-01 -1.657239845378370713e-01
-6.022745990709343911e-01 -1.656567222548930296e-01
-6.020383990869966340e-01 -1.655894677335695564e-01
-6.018021961169525147e-01 -1.655222209725234206e-01
-6.015659901995004111e-01 -1.654549819704114744e-01
-6.013297813733091690e-01 -1.653877507258909030e-01
-6.010935696770178804e-01 -1.653205272376193635e-01
-6.008573551492348841e-01 -1.652533115042546796e-01
-6.006211378285387648e-01 -1.651861035244549247e-01
-6.003849177534784642e-01 -1.651189032968787551e-01
-6.001486949625723932e-01 -1.650517108201847438e-01
-5.999124694943086533e-01 -1.649845260930321855e-01
-5.996762413871465913e-01 -1.649173491140803749e-01
-5.994400106795138017e-01 -1.648501798819889952e-01
-5.992037774098095682e-01 -1.647830183954182293e-01
-5.989675416164027544e-01 -1.647158646530282877e-01
-5.987313033376310267e-01 -1.646487186534797420e-01
-5.984950626118038519e-01 -1.645815803954336909e-01
-5.982588194771999435e-01 -1.645144498775513442e-01
-5.980225739720680389e-01 -1.644473270984941893e-01
-5.977863261346277879e-01 -1.643802120569242409e-01
-5.975500760030677538e-01 -1.643131047515036247e-01
-5.973138236155473013e-01 -1.642460051808947441e-01
-5.970775690101964850e-01 -1.641789133437605297e-01
-5.968413122251141623e-01 -1.641118292387639677e-01
-5.966050532983713239e-01 -1.640447528645686270e-01
-5.963687922680069864e-01 -1.639776842198381879e-01
-5.961325291720320774e-01 -1.639106233032365245e-01
-5.958962640484271045e-01 -1.638435701134282330e-01
-5.956599969351423773e-01 -1.637765246490777704e-01
-5.954237278700996727e-01 -1.637094869088501214e-01
-5.951874568911894592e-01 -1.636424568914106592e-01
-5.949511840362740056e-01 -1.635754345954248679e-01
-5.947149093431849387e-01 -1.635084200195585924e-01
-5.944786328497249084e-01 -1.634414131624781219e-01
-5.942423545936660334e-01 -1.633744140228498842e-01
-5.940060746127512337e-01 -1.633074225993406403e-01
-5.937697929446944523e-01 -1.632404388906176229e-01
-5.935335096271785460e-01 -1.631734628953480926e-01
-5.932972246978580610e-01 -1.631064946121999482e-01
-5.930609381943579006e-01 -1.630395340398411441e-01
-5.928246501542722147e-01 -1.629725811769398847e-01
-5.925883606151668426e-01 -1.629056360221650124e-01
-5.923520696145773146e-01 -1.628386985741853699e-01
-5.921157771900097400e-01 -1.627717688316701605e-01
-5.918794833789419174e-01 -1.627048467932891151e-01
-5.916431882188198932e-01 -1.626379324577120200e-01
-5.914068917470620690e-01 -1.625710258236089389e-01
