-1.111111111111110772e-01 1.000000000000000000e+00
-5.263157894736841119e-02 1.000000000000000000e+00
-4.166666666666665048e-02 1.000000000000000000e+00
-3.092783505154642065e-02 9.969999999999999973e-01
-2.040816326530614164e-02 9.739999999999999769e-01
-1.010101010101011054e-02 7.950000000000000400e-01
0.000000000000000000e+00 4.423333333333333006e-01
9.900990099009909784e-03 1.383333333333333359e-01
1.960784313725491904e-02 2.299999999999999961e-02
2.912621359223303494e-02 0.000000000000000000e+00
3.846153846153849143e-02 0.000000000000000000e+00
4.761904761904765804e-02 0.000000000000000000e+00
9.090909090909088386e-02 0.000000000000000000e+00
